pedestrianId simTime endTime-PID1 startX-PID1 startY-PID1 endX-PID1 endY-PID1 targetId-PID2
-1 0 -1 6.2 33 6.2 33 -1
-1 0 -1 15 33 15 33 -1
-1 0 -1 23.8 33 23.8 33 -1
1 0.0 0.6209827417555989 16.403000000000002 39.801 16.403000000000002 39.149709032443056 2
2 0.0 0.5324027098067835 16.805 39.801 17.458458016465272 39.33054798692878 2
2 0.5324027098067835 1.064805419613567 17.458458016465272 39.33054798692878 17.458458016465272 38.477126406622084 2
1 0.6209827417555989 1.2419654835111977 16.403000000000002 39.149709032443056 16.60304809970519 38.568700514051855 2
2 1.064805419613567 1.5972081294203506 17.458458016465272 38.477126406622084 17.458458016465272 37.623704826315404 2
1 1.2419654835111977 1.8629482252667966 16.60304809970519 38.568700514051855 16.60304809970519 37.91740954649491 2
2 1.5972081294203506 2.129610839227134 17.458458016465272 37.623704826315404 17.458458016465272 36.77028324600871 2
1 1.8629482252667966 2.4839309670223955 16.60304809970519 37.91740954649491 16.60304809970519 37.26611857893796 2
3 2.0 2.6388481895451132 16.403000000000002 39.801 16.421707795304453 39.12401858924676 2
4 2.0 2.6450033025278996 16.805 39.801 17.38406945151427 39.31628930044326 2
2 2.129610839227134 2.6620135490339174 17.458458016465272 36.77028324600871 17.458458016465272 35.91686166570203 2
1 2.4839309670223955 3.1049137087779943 16.60304809970519 37.26611857893796 16.60304809970519 36.61482761138102 2
3 2.6388481895451132 3.2776963790902265 16.421707795304453 39.12401858924676 16.606661985361324 38.512406344491374 2
4 2.6450033025278996 3.2900066050557992 17.38406945151427 39.31628930044326 17.664241735464277 38.69725206613168 2
2 2.6620135490339174 3.194416258840701 17.458458016465272 35.91686166570203 17.458458016465272 35.063440085395335 2
1 3.1049137087779943 3.725896450533593 16.60304809970519 36.61482761138102 16.60304809970519 35.96353664382407 2
2 3.194416258840701 3.726818968647484 17.458458016465272 35.063440085395335 17.458458016465272 34.210018505088655 2
3 3.2776963790902265 3.9165445686353397 16.606661985361324 38.512406344491374 16.60666198536132 37.835166496202305 2
4 3.2900066050557992 3.935009907583699 17.664241735464277 38.69725206613168 17.664241735464273 37.94209255189525 2
1 3.725896450533593 4.346879192289192 16.60304809970519 35.96353664382407 16.60304809970519 35.312245676267125 2
2 3.726818968647484 4.259221678454268 17.458458016465272 34.210018505088655 17.458458016465272 33.35659692478196 2
3 3.9165445686353397 4.555392758180453 16.60666198536132 37.835166496202305 16.606661985361324 37.15792664791325 2
4 3.935009907583699 4.5800132101115985 17.664241735464273 37.94209255189525 17.664241735464277 37.186933037658804 2
2 4.259221678454268 4.791624388261051 17.458458016465272 33.35659692478196 17.458458016465272 32.50317534447528 2
1 4.346879192289192 4.967861934044791 16.60304809970519 35.312245676267125 16.60304809970519 34.66095470871018 2
5 4.3999999999999995 5.141205346921127 16.403000000000002 39.801 16.450362874542286 39.09266370033645 2
6 4.3999999999999995 4.883868349494962 16.805 39.801 17.0992945431978 38.9450779780097 2
3 4.555392758180453 5.194240947725566 16.606661985361324 37.15792664791325 16.60666198536132 36.48068679962418 2
4 4.5800132101115985 5.225016512639498 17.664241735464277 37.186933037658804 17.713911051217302 36.43340875071481 2
2 4.791624388261051 5.324027098067835 17.458458016465272 32.50317534447528 17.138424923850266 31.756431461706924 2
6 4.883868349494962 5.367736698989925 17.0992945431978 38.9450779780097 17.099294543197797 38.03997478727178 2
1 4.967861934044791 5.58884467580039 16.60304809970519 34.66095470871018 16.60304809970519 34.00966374115323 2
5 5.141205346921127 5.882410693842254 16.450362874542286 39.09266370033645 16.532403820334412 38.38750213124786 2
3 5.194240947725566 5.8330891372706795 16.60666198536132 36.48068679962418 16.606661985361324 35.803446951335125 2
4 5.225016512639498 5.870019815167398 17.713911051217302 36.43340875071481 17.713911051217305 35.678249236478365 2
2 5.324027098067835 5.856429807874618 17.138424923850266 31.756431461706924 17.138424923850266 30.903009881400237 3
6 5.367736698989925 5.851605048484888 17.099294543197797 38.03997478727178 17.0992945431978 37.13487159653386 2
1 5.58884467580039 6.209827417555989 16.60304809970519 34.00966374115323 16.60304809970519 33.35837277359629 2
3 5.8330891372706795 6.471937326815793 16.606661985361324 35.803446951335125 16.60666198536132 35.126207103046056 2
6 5.851605048484888 6.335473397979851 17.0992945431978 37.13487159653386 17.0369375474481 36.28319953544257 2
2 5.856429807874618 6.388832517681402 17.138424923850266 30.903009881400237 17.138424923850266 30.04958830109355 3
4 5.870019815167398 6.515023117695297 17.713911051217305 35.678249236478365 17.713911051217302 34.92308972224193 2
