pedestrianId simTime endTime-PID1 startX-PID1 startY-PID1 endX-PID1 endY-PID1 targetId-PID2
1 0.0 0.5027078070889123 13.86814628297362 47.201 13.868146282973619 46.29532797621051 8
2 0.0 0.7061243566818644 14.27014628297362 47.201 14.552576559495632 46.551193927556106 8
1 0.5027078070889123 1.0054156141778245 13.868146282973619 46.29532797621051 13.366968893701893 45.54096530536993 3
2 0.7061243566818644 1.4122487133637287 14.552576559495632 46.551193927556106 14.552576559495632 45.84266390498737 8
1 1.0054156141778245 1.508123421266737 13.366968893701893 45.54096530536993 13.115029901882057 44.69058289106064 3
2 1.4122487133637287 2.118373070045593 14.552576559495632 45.84266390498737 14.286877801032356 45.22270013523973 3
1 1.508123421266737 2.010831228355649 13.115029901882057 44.69058289106064 12.775402892961003 43.89811987024484 3
1 2.010831228355649 2.5135390354445613 12.775402892961003 43.89811987024484 12.435775884039941 43.10565684942904 3
2 2.118373070045593 2.8244974267274574 14.286877801032356 45.22270013523973 14.021179042569079 44.602736365492085 3
1 2.5135390354445613 3.0162468425334734 12.435775884039941 43.10565684942904 11.842979473848038 42.42094214187666 3
2 2.8244974267274574 3.530621783409322 14.021179042569079 44.602736365492085 13.74779059635622 43.949074717268346 3
1 3.0162468425334734 3.5189546496223856 11.842979473848038 42.42094214187666 11.455734949897094 41.620611563810414 3
1 3.5189546496223856 4.021662456711298 11.455734949897094 41.620611563810414 11.116107940976033 40.82814854299461 3
2 3.530621783409322 4.236746140091186 13.74779059635622 43.949074717268346 13.482091837892943 43.329110947520704 3
1 4.021662456711298 4.52437026380021 11.116107940976033 40.82814854299461 10.776480932054978 40.03568552217881 3
2 4.236746140091186 4.94287049677305 13.482091837892943 43.329110947520704 13.216393079429666 42.70914717777306 3
1 4.52437026380021 5.0270780708891225 10.776480932054978 40.03568552217881 10.390349877169303 39.21645135350185 3
2 4.94287049677305 5.648994853454915 13.216393079429666 42.70914717777306 12.95069432096639 42.08918340802542 3
1 5.0270780708891225 5.529785877978035 10.390349877169303 39.21645135350185 10.164311010599079 38.33944038123606 3
1 5.529785877978035 6.032493685066947 10.164311010599079 38.33944038123606 9.824684001678024 37.54697736042026 3
2 5.648994853454915 6.355119210136779 12.95069432096639 42.08918340802542 12.684995562503113 41.46921963827778 3
