pedestrianId simTime endTime-PID1 startX-PID1 startY-PID1 endX-PID1 endY-PID1 targetId-PID2
-1 0 150 6.2 33 6.2 33 -1
-1 0 150 15 33 15 33 -1
-1 0 150 23.8 33 23.8 33 -1
1 0.0 0.5668740024871254 13.86814628297362 47.201 13.86814628297362 46.53869965934792 8
2 0.0 0.5718251811403601 14.27014628297362 47.201 14.84731892986695 46.70404979343738 8
1 0.5668740024871254 1.1337480049742508 13.86814628297362 46.53869965934792 14.132148742139481 45.93129168872007 8
2 0.5718251811403601 1.1436503622807201 14.84731892986695 46.70404979343738 15.27212869967419 46.07189124402053 8
1 1.1337480049742508 1.700622007461376 14.132148742139481 45.93129168872007 13.850496882355547 45.331863652081715 3
2 1.1436503622807201 1.7154755434210802 15.27212869967419 46.07189124402053 15.005176602113973 45.358571995904576 3
1 1.700622007461376 2.2674960099485015 13.850496882355547 45.331863652081715 13.652713697275516 44.69978489676127 3
2 1.7154755434210802 2.2873007245614403 15.005176602113973 45.358571995904576 14.671184023980665 44.674074567219584 3
3 2.0 2.5580246719898385 13.86814628297362 47.201 13.86814628297362 46.463867470473474 8
4 2.0 2.63377888225416 14.27014628297362 47.201 14.727327787349994 46.576978911449665 8
1 2.2674960099485015 2.834370012435627 13.652713697275516 44.69978489676127 13.185732094482006 44.23013617284065 3
2 2.2873007245614403 2.8591259057018004 14.671184023980665 44.674074567219584 14.36279379077762 43.94195621974489 3
3 2.5580246719898385 3.116049343979677 13.86814628297362 46.463867470473474 13.26088147734265 46.04602321488515 3
4 2.63377888225416 3.26755776450832 14.727327787349994 46.576978911449665 14.727327787349994 45.785295237744066 8
1 2.834370012435627 3.4012440149227525 13.185732094482006 44.23013617284065 12.53759903720493 44.093881700280896 3
2 2.8591259057018004 3.4309510868421604 14.36279379077762 43.94195621974489 14.114096039061769 43.222069283889 3
3 3.116049343979677 3.6740740159695155 13.26088147734265 46.04602321488515 12.984456778770202 45.40103225154943 3
4 3.26755776450832 3.9013366467624797 14.727327787349994 45.785295237744066 14.727327787349994 44.99361156403845 2
1 3.4012440149227525 3.968118017409878 12.53759903720493 44.093881700280896 12.211866082266546 43.517219075087475 3
2 3.4309510868421604 4.0027762679825205 14.114096039061769 43.222069283889 13.817871347282715 42.52040076948573 3
3 3.6740740159695155 4.232098687959354 12.984456778770202 45.40103225154943 12.708032080197754 44.75604128821372 3
4 3.9013366467624797 4.53511552901664 14.727327787349994 44.99361156403845 14.727327787349994 44.201927890332854 2
1 3.968118017409878 4.534992019897003 12.211866082266546 43.517219075087475 11.846197962017904 42.96501570035885 3
2 4.0027762679825205 4.574601449122881 13.817871347282715 42.52040076948573 13.116302558163133 42.08748468844836 3
3 4.232098687959354 4.790123359949193 12.708032080197754 44.75604128821372 12.24180614258344 44.185079169346075 3
5 4.3999999999999995 5.090865028854282 13.86814628297362 47.201 13.868146282973623 46.50902929942214 8
6 4.3999999999999995 5.083299709081618 14.27014628297362 47.201 14.538148845989845 46.54323005697211 8
1 4.534992019897003 5.101866022384129 11.846197962017904 42.96501570035885 11.248563193320622 42.67957844898473 3
4 4.53511552901664 5.1688944112707995 14.727327787349994 44.201927890332854 14.727327787349994 43.41024421662724 2
2 4.574601449122881 5.146426630263241 13.116302558163133 42.08748468844836 12.332524525188983 41.831932161333796 3
3 4.790123359949193 5.348148031939031 12.24180614258344 44.185079169346075 11.750200557235784 43.69313617190953 3
6 5.083299709081618 5.766599418163236 14.538148845989845 46.54323005697211 14.760108924689916 45.8773498208719 8
5 5.090865028854282 5.781730057708565 13.868146282973623 46.50902929942214 13.86814628297362 45.81705859884426 8
1 5.101866022384129 5.668740024871254 11.248563193320622 42.67957844898473 11.060990618763046 42.04439479798157 3
2 5.146426630263241 5.718251811403601 12.332524525188983 41.831932161333796 12.002602798217344 41.1454633519939 3
4 5.1688944112707995 5.802673293524959 14.727327787349994 43.41024421662724 14.727327787349994 42.61856054292164 2
3 5.348148031939031 5.90617270392887 11.750200557235784 43.69313617190953 11.473775858663336 43.04814520857381 3
1 5.668740024871254 6.2356140273583796 11.060990618763046 42.04439479798157 10.713456345234524 41.48060257565949 3
2 5.718251811403601 6.290076992543961 12.002602798217344 41.1454633519939 11.475918595382744 40.51125609125656 3
6 5.766599418163236 6.449899127244854 14.760108924689916 45.8773498208719 14.760108924689915 45.167077569031676 3
5 5.781730057708565 6.472595086562848 13.86814628297362 45.81705859884426 13.475386421009926 45.27818657435876 3
4 5.802673293524959 6.436452175779119 14.727327787349994 42.61856054292164 14.727327787349994 41.82687686921603 2
3 5.90617270392887 6.464197375918708 11.473775858663336 43.04814520857381 11.197351160090887 42.4031542452381 3
7 6.000000000000001 6.7653376402257805 13.86814628297362 47.201 13.82006426207502 46.56409548373725 8
8 6.000000000000001 6.575835107401691 14.27014628297362 47.201 14.856611268539906 46.728732705857134 8
1 6.2356140273583796 6.802488029845505 10.713456345234524 41.48060257565949 10.309947503569962 40.95541465126824 3
2 6.290076992543961 6.861902173684321 11.475918595382744 40.51125609125656 10.898541288941628 39.92282551328303 3
4 6.436452175779119 7.070231058033279 14.727327787349994 41.82687686921603 14.727327787349994 41.03519319551043 2
6 6.449899127244854 7.133198836326472 14.760108924689915 45.167077569031676 14.51962748665162 44.556524551573844 3
3 6.464197375918708 7.022222047908547 11.197351160090887 42.4031542452381 10.734666510749967 41.84675814992904 3
5 6.472595086562848 7.163460115417131 13.475386421009926 45.27818657435876 12.971834988790723 44.82696126083432 3
8 6.575835107401691 7.151670214803381 14.856611268539906 46.728732705857134 14.856611268539904 45.91371396410834 8
7 6.7653376402257805 7.530675280451561 13.82006426207502 46.56409548373725 13.820064262075022 45.923674280517766 8
1 6.802488029845505 7.3693620323326305 10.309947503569962 40.95541465126824 9.887068457661528 40.44651375536644 3
2 6.861902173684321 7.433727354824681 10.898541288941628 39.92282551328303 10.294194210947076 39.452641677555874 3
3 7.022222047908547 7.580246719898385 10.734666510749967 41.84675814992904 10.45824181217752 41.20176718659333 3
4 7.070231058033279 7.704009940287439 14.727327787349994 41.03519319551043 14.727327787349994 40.24350952180482 2
6 7.133198836326472 7.81649854540809 14.51962748665162 44.556524551573844 13.96269817976481 44.2515609886881 3
8 7.151670214803381 7.7275053222050705 14.856611268539904 45.91371396410834 14.856611268539906 45.09869522235953 2
5 7.163460115417131 7.854325144271414 12.971834988790723 44.82696126083432 12.52263635912098 44.30061152770904 3
1 7.3693620323326305 7.936236034819756 9.887068457661528 40.44651375536644 9.392710970165847 40.006721208959526 3
2 7.433727354824681 8.005552535965041 10.294194210947076 39.452641677555874 9.566849630850431 39.106449682291334 3
7 7.530675280451561 8.296012920677342 13.820064262075022 45.923674280517766 13.536354347470446 45.349524472638194 3
